0.057, 225, 66
0.108, 225, 65
0.148, 235, 73
0.195, 225, 70
0.236, 225, 71
0.279, 225, 70
0.322, 235, 66
0.371, 235, 71
0.414, 235, 70
0.454, 225, 70
0.5, 225, 70
0.544, 225, 72
0.591, 225, 67
0.634, 235, 72
0.676, 225, 73
0.721, 235, 70
0.765, 235, 65
0.807, 235, 61
0.852, 235, 66
0.897, 225, 67
0.943, 225, 72
0.991, 225, 67
1.039, 225, 72
1.086, 235, 72
1.126, 235, 64
1.179, 235, 70
1.22, 225, 72
1.264, 225, 69
1.306, 225, 71
1.35, 235, 74
1.392, 225, 72
1.436, 225, 71
1.478, 225, 69
1.522, 235, 72
1.566, 225, 67
1.608, 225, 66
1.651, 225, 63
1.692, 235, 66
1.739, 235, 71
1.784, 235, 69
1.831, 235, 64
1.877, 235, 69
1.917, 235, 72
1.956, 235, 73
1.995, 225, 74
2.036, 225, 73
2.079, 235, 73
2.12, 225, 73
2.166, 235, 69
2.219, 235, 71
2.262, 235, 72
2.308, 225, 70
2.354, 225, 65
2.398, 225, 69
2.439, 225, 74
2.481, 235, 73
2.522, 235, 70
2.568, 225, 67
2.616, 225, 73
2.658, 225, 69
2.699, 235, 67
2.74, 235, 68
2.782, 235, 70
2.833, 225, 70
2.877, 225, 67
2.918, 225, 69
2.96, 225, 71
3.007, 235, 70
3.052, 235, 66
3.101, 225, 70
3.144, 235, 69
3.186, 225, 71
3.237, 235, 68
3.282, 225, 71
3.324, 225, 72
3.364, 225, 70
3.41, 235, 67
3.456, 225, 68
3.497, 225, 69
3.541, 225, 73
3.582, 225, 73
3.625, 235, 79
3.667, 225, 78
3.711, 125, 83
3.759, 165, 78
3.801, 205, 82
3.845, 285, 78
3.889, 515, 77
3.935, 965, 71
3.979, 1085, 71
4.021, 1145, 76
4.066, 1105, 76
4.11, 1085, 75
4.154, 1095, 80
4.196, 1085, 84
4.245, 1015, 80
4.3, 1015, 85
4.349, 1005, 81
4.399, 1045, 83
4.446, 1075, 82
4.492, 1075, 74
4.54, 1105, 81
4.585, 1135, 80
4.633, 1075, 82
4.678, 1035, 80
4.725, 1035, 81
4.772, 1105, 85
4.816, 1105, 76
4.865, 1105, 82
4.908, 1175, 82
4.956, 1065, 83
5.003, 1025, 84
5.054, 1005, 83
5.101, 1055, 84
5.147, 1095, 89
5.196, 1075, 83
5.243, 1055, 83
5.293, 1035, 85
5.344, 1075, 83
5.392, 1095, 83
5.436, 1095, 89
5.482, 1105, 90
5.529, 1115, 85
5.576, 1115, 77
5.625, 1035, 83
5.669, 905, 85
5.715, 675, 87
5.761, 665, 87
5.81, 815, 87
5.858, 995, 84
5.904, 1055, 87
5.948, 1055, 86
5.993, 1035, 91
6.042, 1055, 92
6.089, 1085, 86
6.134, 1105, 90
6.182, 1105, 86
6.228, 1105, 93
6.278, 1125, 87
6.328, 1135, 88
6.377, 1105, 94
6.435, 1115, 93
6.479, 1085, 100
6.525, 1105, 99
6.569, 1095, 94
6.616, 1095, 102
6.662, 1075, 88
6.705, 1045, 95
6.751, 1075, 104
6.795, 1095, 104
6.841, 1085, 93
6.89, 1105, 100
6.939, 1095, 103
6.982, 1135, 95
7.027, 1135, 101
7.076, 1135, 103
7.122, 1115, 109
7.168, 1105, 116
7.215, 1115, 111
7.262, 1075, 101
7.31, 1095, 111
7.358, 1075, 105
7.405, 1085, 109
7.46, 1075, 102
7.506, 1095, 113
7.553, 1095, 112
7.597, 1115, 118
7.642, 1105, 120
7.692, 1145, 116
7.739, 1125, 114
7.789, 1115, 126
7.835, 1115, 126
7.883, 1115, 124
7.93, 1095, 118
7.98, 1095, 124
8.026, 1085, 109
8.073, 1075, 121
8.119, 1085, 124
8.167, 1065, 124
8.219, 1075, 130
8.267, 1105, 123
8.314, 905, 128
8.358, 1105, 132
8.41, 1125, 129
8.458, 1065, 128
8.516, 525, 151
8.559, 325, 125
8.608, 135, 127
8.653, 105, 129
8.701, 165, 128
8.743, 216, 113
8.793, 415, 115
8.836, 575, 121
8.881, 815, 125
8.927, 965, 127
8.973, 1045, 119
9.02, 1095, 119
9.069, 1115, 121
9.115, 1135, 114
9.164, 1165, 117
9.213, 1195, 118
9.258, 1165, 124
9.305, 1185, 109
9.35, 1155, 106
9.396, 1155, 113
9.444, 1145, 116
9.492, 1145, 112
9.547, 1135, 106
9.592, 1115, 111
9.639, 1095, 118
9.683, 1135, 111
9.73, 1155, 114
9.773, 1155, 114
9.824, 1145, 112
9.869, 1165, 97
9.915, 1155, 110
9.962, 1145, 110
10.005, 1125, 110
10.051, 1105, 106
10.099, 1105, 107
10.144, 1105, 110
10.189, 1115, 97
10.236, 1105, 101
10.282, 1115, 107
10.328, 1095, 104
10.373, 1085, 99
10.422, 1095, 99
10.472, 1115, 104
10.517, 1105, 99
10.566, 1095, 93
10.619, 1085, 100
10.666, 1035, 103
10.712, 995, 97
10.762, 995, 93
10.806, 1035, 102
10.851, 1075, 98
10.899, 1105, 98
10.943, 1115, 100
10.992, 1095, 95
11.038, 1095, 98
11.086, 1115, 95
11.134, 1115, 103
11.184, 1155, 99
11.23, 1145, 92
11.274, 1165, 90
11.32, 1175, 91
11.368, 1125, 95
11.415, 1155, 98
11.464, 1155, 97
11.512, 1135, 97
11.557, 1135, 96
11.602, 1135, 97
11.654, 1105, 97
11.701, 1105, 100
11.746, 1115, 97
11.793, 1135, 94
11.835, 1145, 87
11.879, 1155, 94
11.925, 1165, 96
11.969, 1155, 95
12.014, 1175, 97
12.063, 1175, 100
12.106, 1175, 106
12.156, 1185, 87
12.203, 1165, 89
12.253, 1135, 101
12.302, 1145, 99
12.348, 1135, 95
12.395, 1125, 93
12.441, 1125, 93
12.486, 1125, 91
12.534, 1145, 97
12.579, 1145, 98
12.625, 1155, 102
12.676, 1145, 89
12.731, 1155, 94
12.781, 1135, 93
12.834, 1125, 95
12.877, 1095, 85
12.924, 1115, 94
12.971, 1115, 100
13.015, 1155, 93
13.065, 1135, 91
13.111, 1145, 99
13.159, 1135, 98
